repo_completo,numero_pr,titulo,autora,status,criado_em,atualizado_em,merged_em,dias_para_merge,numero_reviews,url
iluwatar/java-design-patterns,3279,docs: add yybmion as a contributor for code,allcontributors[bot],MERGED,2025-05-15T18:55:42Z,2025-05-15T19:12:01Z,2025-05-15T18:55:55+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3279
iluwatar/java-design-patterns,3264,docs: add e5LA as a contributor for code,allcontributors[bot],MERGED,2025-04-22T18:45:25Z,2025-04-22T19:00:31Z,2025-04-22T18:45:40+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3264
iluwatar/java-design-patterns,3265,docs: add maziyar-gerami as a contributor for translation,allcontributors[bot],MERGED,2025-04-22T18:55:38Z,2025-04-22T19:10:49Z,2025-04-22T18:55:51+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3265
iluwatar/java-design-patterns,3256,Translate to persian,maziyar-gerami,MERGED,2025-04-17T11:36:36Z,2025-04-22T18:55:42Z,2025-04-22T18:55:07+00:00,5,1,https://github.com/iluwatar/java-design-patterns/pull/3256
iluwatar/java-design-patterns,3261,build(deps): bump org.sonarsource.scanner.maven:sonar-maven-plugin from 5.0.0.4389 to 5.1.0.4751,dependabot[bot],MERGED,2025-04-21T22:15:54Z,2025-04-22T18:52:28Z,2025-04-22T18:52:26+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3261
iluwatar/java-design-patterns,3262,build(deps): bump org.springframework:spring-web from 7.0.0-M3 to 7.0.0-M4,dependabot[bot],MERGED,2025-04-21T22:16:00Z,2025-04-22T18:50:28Z,2025-04-22T18:50:26+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3262
iluwatar/java-design-patterns,3263,docs: add ssrijan-007-sys as a contributor for code,allcontributors[bot],MERGED,2025-04-22T18:30:46Z,2025-04-22T18:46:52Z,2025-04-22T18:31:01+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3263
iluwatar/java-design-patterns,3136, #2373 feature add: Vertical Slice Architecture.,sugan0tech,CLOSED,2024-12-08T06:58:10Z,2025-04-22T18:47:15Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3136
iluwatar/java-design-patterns,3258,chore: removed duplicated dependency,e5LA,MERGED,2025-04-19T16:11:48Z,2025-04-22T18:45:29Z,2025-04-22T18:44:59+00:00,3,1,https://github.com/iluwatar/java-design-patterns/pull/3258
iluwatar/java-design-patterns,3257,Added a simple analogy for understanding the singleton pattern,itsmegayu,CLOSED,2025-04-18T04:54:02Z,2025-04-22T18:42:36Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3257
iluwatar/java-design-patterns,3179,Create Robot.java,Basmalamoustafa,CLOSED,2025-01-14T18:19:12Z,2025-04-22T18:37:05Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3179
iluwatar/java-design-patterns,3183,Remove reference to hamcrest and added ETL pattern,varada610,CLOSED,2025-01-28T00:12:28Z,2025-04-22T18:35:13Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3183
iluwatar/java-design-patterns,3255,feat: Implement Actor Model pattern with automatic actor ID and communication with loose coupling #3251Actor model,ssrijan-007-sys,MERGED,2025-04-15T09:16:51Z,2025-04-22T18:30:50Z,2025-04-22T18:29:58+00:00,7,1,https://github.com/iluwatar/java-design-patterns/pull/3255
iluwatar/java-design-patterns,3241,build(deps): bump junit.version from 5.7.0 to 5.12.1,dependabot[bot],CLOSED,2025-04-01T17:56:47Z,2025-04-21T22:15:47Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3241
iluwatar/java-design-patterns,3254,build(deps): bump com.diffplug.spotless:spotless-maven-plugin from 2.44.3 to 2.44.4,dependabot[bot],MERGED,2025-04-14T22:33:40Z,2025-04-15T15:10:29Z,2025-04-15T15:10:28+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3254
iluwatar/java-design-patterns,3253,build(deps): bump io.micrometer:micrometer-tracing-bridge-brave from 1.4.4 to 1.4.5,dependabot[bot],MERGED,2025-04-14T22:31:47Z,2025-04-15T15:09:57Z,2025-04-15T15:09:55+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3253
iluwatar/java-design-patterns,3252,build(deps): bump org.jacoco:jacoco-maven-plugin from 0.8.12 to 0.8.13,dependabot[bot],MERGED,2025-04-14T22:30:52Z,2025-04-15T15:09:24Z,2025-04-15T15:09:22+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3252
iluwatar/java-design-patterns,3251,Implement Actor Model pattern #3232Actor model,ssrijan-007-sys,CLOSED,2025-04-14T17:17:13Z,2025-04-15T09:11:52Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3251
iluwatar/java-design-patterns,3244,fix: handle awaitTermination result and ensure proper ExecutorService shutdown,2897robo,MERGED,2025-04-07T04:23:05Z,2025-04-10T16:48:58Z,2025-04-10T16:33:41+00:00,3,1,https://github.com/iluwatar/java-design-patterns/pull/3244
iluwatar/java-design-patterns,3249,Adding backpressure design pattern #3233,sanurah,MERGED,2025-04-09T21:32:54Z,2025-04-12T05:49:48Z,2025-04-12T05:46:49+00:00,2,1,https://github.com/iluwatar/java-design-patterns/pull/3249
iluwatar/java-design-patterns,3247,build(deps): bump org.projectlombok:lombok from 1.18.36 to 1.18.38,dependabot[bot],MERGED,2025-04-07T23:56:13Z,2025-04-08T17:09:49Z,2025-04-08T17:09:47+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3247
iluwatar/java-design-patterns,3248,build(deps-dev): bump de.flapdoodle.embed:de.flapdoodle.embed.mongo from 4.18.1 to 4.20.0,dependabot[bot],MERGED,2025-04-07T23:56:15Z,2025-04-08T17:08:53Z,2025-04-08T17:08:51+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3248
iluwatar/java-design-patterns,3242,docs: add Suchismita-Deb as a contributor for code,allcontributors[bot],MERGED,2025-04-05T06:42:51Z,2025-04-05T06:43:12Z,2025-04-05T06:43:11+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3242
iluwatar/java-design-patterns,3246,build(deps): bump org.apache.maven.plugins:maven-compiler-plugin from 3.13.0 to 3.14.0,dependabot[bot],MERGED,2025-04-07T23:39:23Z,2025-04-08T17:08:08Z,2025-04-08T17:08:06+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3246
iluwatar/java-design-patterns,3235,Feature/3230 - Clean Architecture,Suchismita-Deb,MERGED,2025-03-31T06:53:28Z,2025-04-05T06:42:56Z,2025-04-05T06:40:56+00:00,4,1,https://github.com/iluwatar/java-design-patterns/pull/3235
iluwatar/java-design-patterns,3240,build(deps): bump com.fasterxml.jackson.core:jackson-databind from 2.17.2 to 2.18.3,dependabot[bot],MERGED,2025-03-31T22:26:01Z,2025-04-01T17:58:26Z,2025-04-01T17:58:25+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3240
iluwatar/java-design-patterns,3238,build(deps-dev): bump org.awaitility:awaitility from 4.2.2 to 4.3.0,dependabot[bot],MERGED,2025-03-31T22:23:12Z,2025-04-01T17:56:55Z,2025-04-01T17:56:54+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3238
iluwatar/java-design-patterns,3207,build(deps): bump org.junit.jupiter:junit-jupiter-engine from 5.7.0 to 5.12.1,dependabot[bot],CLOSED,2025-03-17T22:42:56Z,2025-04-01T17:56:51Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3207
iluwatar/java-design-patterns,3237,docs: add 2897robo as a contributor for code,allcontributors[bot],MERGED,2025-03-31T18:08:56Z,2025-03-31T18:23:30Z,2025-03-31T18:09:23+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3237
iluwatar/java-design-patterns,3239,build(deps-dev): bump org.junit.jupiter:junit-jupiter-migrationsupport from 5.11.4 to 5.12.1,dependabot[bot],CLOSED,2025-03-31T22:25:35Z,2025-04-01T17:56:44Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3239
iluwatar/java-design-patterns,3236,fix: resolve SonarCloud issue in App.java #2865,2897robo,MERGED,2025-03-31T13:41:35Z,2025-03-31T18:09:00Z,2025-03-31T18:08:18+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3236
iluwatar/java-design-patterns,3234,docs: add sanurah as a contributor for code,allcontributors[bot],MERGED,2025-03-30T17:24:48Z,2025-03-30T17:38:50Z,2025-03-30T17:25:03+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3234
iluwatar/java-design-patterns,3220,build(deps): bump org.springframework.boot:spring-boot-dependencies from 2.7.5 to 3.4.4,dependabot[bot],CLOSED,2025-03-25T01:34:50Z,2025-03-29T17:35:21Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3220
iluwatar/java-design-patterns,3223,feat: add publisher-subscriber design pattern (#2898),sanurah,MERGED,2025-03-29T13:25:50Z,2025-03-30T17:24:52Z,2025-03-30T17:24:16+00:00,1,1,https://github.com/iluwatar/java-design-patterns/pull/3223
iluwatar/java-design-patterns,3224,deps: Refactor dependencies,iluwatar,MERGED,2025-03-29T16:41:00Z,2025-03-29T17:34:29Z,2025-03-29T17:34:27+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3224
iluwatar/java-design-patterns,3222,Update pom.xml,ajith-sekar,CLOSED,2025-03-27T10:30:16Z,2025-03-27T10:31:21Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3222
iluwatar/java-design-patterns,3213,Java 21 update,iluwatar,MERGED,2025-03-20T18:28:04Z,2025-03-25T16:28:36Z,2025-03-25T16:28:33+00:00,4,1,https://github.com/iluwatar/java-design-patterns/pull/3213
iluwatar/java-design-patterns,3219,build(deps): bump logback.version from 1.5.6 to 1.5.18,dependabot[bot],MERGED,2025-03-25T00:49:59Z,2025-03-25T15:33:42Z,2025-03-25T15:33:40+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3219
iluwatar/java-design-patterns,3218,build(deps): bump jakarta.persistence:jakarta.persistence-api from 3.1.0 to 3.2.0,dependabot[bot],MERGED,2025-03-25T00:47:12Z,2025-03-25T15:33:00Z,2025-03-25T15:32:58+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3218
iluwatar/java-design-patterns,3196,build(deps): bump org.springframework.boot:spring-boot-dependencies from 2.7.5 to 3.4.3,dependabot[bot],CLOSED,2025-02-24T23:36:40Z,2025-03-25T01:34:53Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3196
iluwatar/java-design-patterns,3199,build(deps): bump logback.version from 1.5.6 to 1.5.17,dependabot[bot],CLOSED,2025-03-03T22:31:00Z,2025-03-25T00:50:03Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3199
iluwatar/java-design-patterns,3217,docs: add johnklint81 as a contributor for code,allcontributors[bot],MERGED,2025-03-23T05:38:02Z,2025-03-23T05:51:23Z,2025-03-23T05:38:28+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3217
iluwatar/java-design-patterns,3216,docs: add DenizAltunkapan as a contributor for translation,allcontributors[bot],MERGED,2025-03-23T05:22:02Z,2025-03-23T05:34:32Z,2025-03-23T05:22:19+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3216
iluwatar/java-design-patterns,3215,Add Service Stub Pattern using Sentiment Analysis example,johnklint81,MERGED,2025-03-22T21:10:31Z,2025-03-23T05:38:06Z,2025-03-23T05:37:35+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3215
iluwatar/java-design-patterns,3214,German Translation for abstract-document and improved Main README,DenizAltunkapan,MERGED,2025-03-22T19:23:24Z,2025-03-23T05:22:05Z,2025-03-23T05:21:24+00:00,0,1,https://github.com/iluwatar/java-design-patterns/pull/3214
iluwatar/java-design-patterns,3172,Added Join Pattern ,keshavMM004,CLOSED,2025-01-07T19:52:55Z,2025-03-18T09:17:52Z,,,1,https://github.com/iluwatar/java-design-patterns/pull/3172
florinpop17/app-ideas,1115,Add Tier-2 Post Feed App idea,nickzerjeski,CLOSED,2026-04-10T14:32:00Z,2026-04-14T07:33:24Z,,,1,https://github.com/florinpop17/app-ideas/pull/1115
florinpop17/app-ideas,983,add Rhythm Machine project documentation,codevector-2003,CLOSED,2025-10-10T12:20:59Z,2026-02-04T12:48:47Z,,,1,https://github.com/florinpop17/app-ideas/pull/983
florinpop17/app-ideas,1087,Add Movie Card component design specification,N-Yashwitha,CLOSED,2025-11-24T18:06:31Z,2026-03-05T09:21:58Z,,,1,https://github.com/florinpop17/app-ideas/pull/1087
florinpop17/app-ideas,1032,feat: Add 'Markdown Blog Generator' project idea,AdityaSirsalkar001,CLOSED,2025-10-21T07:39:57Z,2025-12-18T18:43:24Z,,,1,https://github.com/florinpop17/app-ideas/pull/1032
florinpop17/app-ideas,1017,Added Password Checker idea (PasCheck) under Tier 2,shubhamranswal,CLOSED,2025-10-18T17:31:40Z,2025-12-08T13:08:26Z,,,1,https://github.com/florinpop17/app-ideas/pull/1017
florinpop17/app-ideas,1054,mental health journal and AI chatbot ,gauravbisen1,CLOSED,2025-10-25T07:29:25Z,2025-11-20T18:02:13Z,,,1,https://github.com/florinpop17/app-ideas/pull/1054
florinpop17/app-ideas,1042,added currency convertor(#984),rheaadotcom,CLOSED,2025-10-22T19:58:23Z,2025-11-14T10:03:33Z,,,1,https://github.com/florinpop17/app-ideas/pull/1042
florinpop17/app-ideas,978,Mcp server application idea,nkxxll,CLOSED,2025-10-09T19:19:21Z,2025-11-06T17:25:10Z,,,1,https://github.com/florinpop17/app-ideas/pull/978
florinpop17/app-ideas,995,Added detailed contribution steps to CONTRIBUTING.md,Keshav1605,CLOSED,2025-10-13T13:33:11Z,2025-11-01T12:05:12Z,,,1,https://github.com/florinpop17/app-ideas/pull/995
florinpop17/app-ideas,1001,Add Scientific Calculator project idea,TechnoBlogger14o3,CLOSED,2025-10-15T02:23:56Z,2025-10-19T04:37:38Z,,,1,https://github.com/florinpop17/app-ideas/pull/1001
florinpop17/app-ideas,1018,my idea is added,satu2423,CLOSED,2025-10-18T18:09:46Z,2025-10-19T03:57:18Z,,,1,https://github.com/florinpop17/app-ideas/pull/1018
florinpop17/app-ideas,1021,App Idea: Madlib Central (Intermediate) ,ti-v,CLOSED,2025-10-18T20:49:20Z,2025-10-18T21:03:23Z,,,1,https://github.com/florinpop17/app-ideas/pull/1021
florinpop17/app-ideas,1020,NEW APP IDEA: Intermediate -- Madlib Central ,ti-v,CLOSED,2025-10-18T20:29:09Z,2025-10-18T20:34:09Z,,,1,https://github.com/florinpop17/app-ideas/pull/1020
florinpop17/app-ideas,943,"🚀 Fix spelling errors, tier inconsistencies, and standardize markdown formatting",adityashirsatrao007,CLOSED,2025-10-03T02:23:12Z,2025-10-18T09:09:00Z,,,1,https://github.com/florinpop17/app-ideas/pull/943
florinpop17/app-ideas,942,"🚀 Fix spelling errors, tier inconsistencies, and standardize markdown formatting",adityashirsatrao007,CLOSED,2025-10-03T02:21:16Z,2025-10-18T09:08:59Z,,,1,https://github.com/florinpop17/app-ideas/pull/942
florinpop17/app-ideas,998,Improve Bin2Dec-App.md wording and clarity,rajucreate,CLOSED,2025-10-14T03:01:08Z,2025-10-14T03:14:43Z,,,1,https://github.com/florinpop17/app-ideas/pull/998
florinpop17/app-ideas,1005,Docs(1-Beginner): Add project idea for Budget Tracker,NongHoai,CLOSED,2025-10-15T15:23:13Z,2025-10-15T15:45:20Z,,,1,https://github.com/florinpop17/app-ideas/pull/1005
florinpop17/app-ideas,989,Added Enhanced Password Generator example project,Snehalmahasagar,MERGED,2025-10-11T13:35:54Z,2025-10-11T14:50:21Z,2025-10-11T14:50:21+00:00,0,1,https://github.com/florinpop17/app-ideas/pull/989
florinpop17/app-ideas,991,Added Breathing Pacer App,shimmer12,CLOSED,2025-10-11T15:43:23Z,2025-10-11T15:59:21Z,,,1,https://github.com/florinpop17/app-ideas/pull/991
florinpop17/app-ideas,982,Add detailed documentation for Portfolio App project,TejasSingh022,CLOSED,2025-10-10T11:23:43Z,2025-10-10T13:47:46Z,,,1,https://github.com/florinpop17/app-ideas/pull/982
florinpop17/app-ideas,988,Currency-Converter-App.md,abhishek-Jain24,CLOSED,2025-10-11T12:54:26Z,2025-10-11T13:36:12Z,,,1,https://github.com/florinpop17/app-ideas/pull/988
florinpop17/app-ideas,933,Add Calculator idea (Intermediate) #931,rishima17,CLOSED,2025-10-01T04:40:24Z,2025-10-10T13:03:35Z,,,1,https://github.com/florinpop17/app-ideas/pull/933
florinpop17/app-ideas,981,Add detailed documentation for Portfolio App project,TejasSingh022,CLOSED,2025-10-10T11:17:50Z,2025-10-10T11:21:55Z,,,1,https://github.com/florinpop17/app-ideas/pull/981
florinpop17/app-ideas,979,Add detailed documentation for Portfolio App project,TejasSingh022,CLOSED,2025-10-10T11:12:57Z,2025-10-10T11:15:10Z,,,1,https://github.com/florinpop17/app-ideas/pull/979
florinpop17/app-ideas,971,added typing-speed-test-app in beginner projects,MishtiGarg250,MERGED,2025-10-08T02:28:35Z,2025-10-09T08:02:14Z,2025-10-09T08:02:14+00:00,1,1,https://github.com/florinpop17/app-ideas/pull/971
florinpop17/app-ideas,969,fix: #961 update the readme.md file ,Priyank0703,CLOSED,2025-10-06T18:50:05Z,2025-10-07T18:06:56Z,,,1,https://github.com/florinpop17/app-ideas/pull/969
florinpop17/app-ideas,947,Add AI-Powered Code Review Bot (Tier 3 — Advanced),Ujjansh05,CLOSED,2025-10-03T12:56:22Z,2025-10-07T16:27:03Z,,,1,https://github.com/florinpop17/app-ideas/pull/947
florinpop17/app-ideas,967,feat: Add Carbon Wise app idea,sgindeed,CLOSED,2025-10-06T13:20:53Z,2025-10-06T13:31:15Z,,,1,https://github.com/florinpop17/app-ideas/pull/967
florinpop17/app-ideas,921,To-Do-List: Added suggestions for local storage and examples/useful c…,LaiseNeves,CLOSED,2025-05-27T02:23:52Z,2025-09-07T23:34:53Z,,,1,https://github.com/florinpop17/app-ideas/pull/921
florinpop17/app-ideas,957,Created EV_ROUTE_FINDER.md,AYAZ2006,CLOSED,2025-10-05T12:27:17Z,2025-10-05T12:33:13Z,,,1,https://github.com/florinpop17/app-ideas/pull/957
florinpop17/app-ideas,498,Tic Tac Toe Game,SamriddhiS2,CLOSED,2021-10-24T00:42:39Z,2024-08-02T20:10:47Z,,,1,https://github.com/florinpop17/app-ideas/pull/498
florinpop17/app-ideas,523,"Changed ""Ho Chi Mihn City"" to ""Ho Chi Minh City""",weebNeedWeed,CLOSED,2022-06-12T16:25:28Z,2023-06-26T08:09:47Z,,,1,https://github.com/florinpop17/app-ideas/pull/523
florinpop17/app-ideas,382,URL shorten-er project,alifa98,CLOSED,2021-03-20T22:27:33Z,2023-07-06T19:34:44Z,,,1,https://github.com/florinpop17/app-ideas/pull/382
florinpop17/app-ideas,265,Added Alcohol Based Cocktail Suggestion App Idea,vishal-sancheti,CLOSED,2020-10-05T08:44:52Z,2023-05-31T21:20:56Z,,,1,https://github.com/florinpop17/app-ideas/pull/265
florinpop17/app-ideas,508,Website,josephabbey,CLOSED,2021-10-28T16:05:30Z,2023-04-09T17:12:07Z,,,1,https://github.com/florinpop17/app-ideas/pull/508
florinpop17/app-ideas,391,link not found,henrique-barbase,CLOSED,2021-05-15T04:33:53Z,2022-10-19T17:22:09Z,,,1,https://github.com/florinpop17/app-ideas/pull/391
florinpop17/app-ideas,220,Example/timezone slackbot,LimonJuice322,CLOSED,2020-08-10T01:57:28Z,2022-09-18T22:17:57Z,,,1,https://github.com/florinpop17/app-ideas/pull/220
nvm-sh/nvm,3806,[Docs] Clean up wording in docs and shell comments,PeterDaveHello,MERGED,2026-03-23T16:07:20Z,2026-04-13T03:05:30Z,2026-03-24T21:45:52+00:00,1,1,https://github.com/nvm-sh/nvm/pull/3806
nvm-sh/nvm,3799,"[readme] use tilde instead of hardcoded home directory ""/home/user""",pzhlkj6612,MERGED,2026-03-05T10:49:25Z,2026-03-27T20:01:13Z,2026-03-24T23:52:02+00:00,19,1,https://github.com/nvm-sh/nvm/pull/3799
nvm-sh/nvm,3715,add --no-colors if not in a tty.,denshade,CLOSED,2025-11-22T21:51:41Z,2026-03-26T18:22:45Z,,,1,https://github.com/nvm-sh/nvm/pull/3715
nvm-sh/nvm,3808,"fix: pin 32 unpinned action(s),extract 1 unsafe expression(s) to env vars",dagecko,CLOSED,2026-03-26T16:11:24Z,2026-03-26T17:00:31Z,,,1,https://github.com/nvm-sh/nvm/pull/3808
nvm-sh/nvm,3768,Improve uninstall error message for missing versions,PeterDaveHello,MERGED,2026-01-27T16:08:38Z,2026-03-26T17:03:43Z,2026-01-29T20:49:59+00:00,2,1,https://github.com/nvm-sh/nvm/pull/3768
nvm-sh/nvm,150,I added tests.,tlevine,MERGED,2012-10-11T01:32:52Z,2026-03-26T17:03:36Z,2012-10-11T20:52:44+00:00,0,1,https://github.com/nvm-sh/nvm/pull/150
nvm-sh/nvm,3774,[meta] Align and enhance AGENTS.md instructions,PeterDaveHello,MERGED,2026-02-03T16:11:41Z,2026-03-24T23:13:45Z,2026-03-24T23:13:45+00:00,49,1,https://github.com/nvm-sh/nvm/pull/3774
nvm-sh/nvm,3775,[actions] upgrade vampire/setup-wsl,salmanmkc,MERGED,2026-02-05T09:21:05Z,2026-03-24T22:15:55Z,2026-03-24T22:15:55+00:00,47,1,https://github.com/nvm-sh/nvm/pull/3775
nvm-sh/nvm,3802,Revise Node.js version usage examples,Hemant-Mann,MERGED,2026-03-14T12:40:32Z,2026-03-24T20:54:46Z,2026-03-24T20:54:46+00:00,10,1,https://github.com/nvm-sh/nvm/pull/3802
nvm-sh/nvm,3804,[Docs] fix CONTRIBUTING grammar,Rohan5commit,MERGED,2026-03-19T01:42:54Z,2026-03-24T21:07:48Z,2026-03-24T21:07:47+00:00,5,1,https://github.com/nvm-sh/nvm/pull/3804
nvm-sh/nvm,1287,"Show the version for ""system"" in `nvm ls`",PeterDaveHello,MERGED,2016-11-06T14:37:01Z,2026-01-28T02:10:11Z,2026-01-28T02:10:10+00:00,3369,1,https://github.com/nvm-sh/nvm/pull/1287
nvm-sh/nvm,3782,[spam],altzyysy1-coder,CLOSED,2026-02-13T19:07:36Z,2026-02-14T00:06:47Z,,,1,https://github.com/nvm-sh/nvm/pull/3782
nvm-sh/nvm,2131,Do not log when user has requested no profile modifications,wesleytodd,MERGED,2019-12-06T03:35:30Z,2026-01-20T23:36:43Z,2026-01-20T23:36:43+00:00,2237,1,https://github.com/nvm-sh/nvm/pull/2131
nvm-sh/nvm,3516,Added missing colons for consistency and correctness,shaymolcho,MERGED,2025-01-28T06:29:15Z,2026-01-20T23:00:04Z,2026-01-20T23:00:03+00:00,357,1,https://github.com/nvm-sh/nvm/pull/3516
nvm-sh/nvm,3687,[readme] fix typos,noritaka1166,MERGED,2025-10-18T01:31:56Z,2026-01-21T03:25:31Z,2026-01-20T20:57:53+00:00,94,1,https://github.com/nvm-sh/nvm/pull/3687
nvm-sh/nvm,3655,Migrate GitHub Copilot instructions to AGENTS.md,PeterDaveHello,MERGED,2025-09-14T19:09:48Z,2026-01-28T01:23:52Z,2026-01-28T01:23:51+00:00,135,1,https://github.com/nvm-sh/nvm/pull/3655
nvm-sh/nvm,3308,[Fix] `nvm exec`: Do a version check on `nvm-exec`,userwiths,MERGED,2024-03-06T14:20:23Z,2026-01-20T22:45:54Z,2026-01-20T22:45:53+00:00,685,1,https://github.com/nvm-sh/nvm/pull/3308
nvm-sh/nvm,3641,[readme] add background on io.js,severo,MERGED,2025-08-20T13:58:58Z,2026-01-20T21:39:18Z,2026-01-20T21:39:17+00:00,153,1,https://github.com/nvm-sh/nvm/pull/3641
nvm-sh/nvm,3762,[actions] update outdated GitHub Actions versions,pgoslatara,MERGED,2026-01-19T16:40:30Z,2026-01-20T06:26:30Z,2026-01-20T06:26:29+00:00,0,1,https://github.com/nvm-sh/nvm/pull/3762
nvm-sh/nvm,3718,[Fix] Reject bare LTS codenames in nvm install,Rahulbeniwal26119,MERGED,2025-11-24T16:34:34Z,2026-01-20T20:40:20Z,2026-01-20T20:40:19+00:00,57,1,https://github.com/nvm-sh/nvm/pull/3718
nvm-sh/nvm,3658,[security] add security escalation policy,UlisesGascon,MERGED,2025-09-15T12:34:16Z,2026-01-20T21:12:33Z,2026-01-20T21:12:33+00:00,127,1,https://github.com/nvm-sh/nvm/pull/3658
nvm-sh/nvm,3739,feat: improve Dockerfile security and best practices,luojiyin1987,CLOSED,2025-12-04T09:00:26Z,2025-12-06T06:45:37Z,,,1,https://github.com/nvm-sh/nvm/pull/3739
nvm-sh/nvm,3740,Fix/workflow permissions,luojiyin1987,CLOSED,2025-12-04T09:47:48Z,2025-12-05T02:05:42Z,,,1,https://github.com/nvm-sh/nvm/pull/3740
nvm-sh/nvm,3546,[Fix] nvm : Check if Node version is already active before switching,adssib,CLOSED,2025-03-12T03:08:32Z,2025-12-16T00:46:59Z,,,1,https://github.com/nvm-sh/nvm/pull/3546
nvm-sh/nvm,3759,[spam],GuardianNinja,CLOSED,2026-01-14T02:17:20Z,2026-01-14T05:55:14Z,,,1,https://github.com/nvm-sh/nvm/pull/3759
nvm-sh/nvm,3730,[spam],Tsukimarf,CLOSED,2025-11-29T18:41:29Z,2025-12-04T21:15:06Z,,,1,https://github.com/nvm-sh/nvm/pull/3730
nvm-sh/nvm,3713,[Security] Fix HIGH vulnerability: yaml.github-actions.security.run-shell-injection.run-shell-injection,orbisai0security,CLOSED,2025-11-19T08:47:52Z,2025-12-03T00:30:07Z,,,1,https://github.com/nvm-sh/nvm/pull/3713
nvm-sh/nvm,2159,document environment variable usage in README,bmacnaughton,MERGED,2020-02-10T15:07:33Z,2025-11-29T16:58:53Z,2020-05-25T21:23:15+00:00,105,1,https://github.com/nvm-sh/nvm/pull/2159
nvm-sh/nvm,3680,docs: edited Travis's faulty badge,enlightened88,CLOSED,2025-10-13T10:57:55Z,2025-11-18T14:24:53Z,,,1,https://github.com/nvm-sh/nvm/pull/3680
nvm-sh/nvm,3703,[spam],nantawut0112,CLOSED,2025-11-13T00:32:35Z,2025-11-13T02:02:20Z,,,1,https://github.com/nvm-sh/nvm/pull/3703
nvm-sh/nvm,3654,[Fix] install.sh: Force remote name of cloned repo to be 'origin',0cjs,MERGED,2025-09-11T20:39:44Z,2025-11-10T02:58:03Z,2025-11-10T02:54:38+00:00,59,1,https://github.com/nvm-sh/nvm/pull/3654
nvm-sh/nvm,3698,Set NVM_IOJS to false by default to fix unbound variable error,Deco,CLOSED,2025-11-01T04:32:51Z,2025-11-04T07:54:13Z,,,1,https://github.com/nvm-sh/nvm/pull/3698
nvm-sh/nvm,2038,Proposal of formatting on code on string 87,kant,MERGED,2019-05-03T22:44:34Z,2025-10-24T19:14:47Z,2019-09-28T05:43:40+00:00,147,1,https://github.com/nvm-sh/nvm/pull/2038
nvm-sh/nvm,1640,Typo,kant,MERGED,2017-10-23T05:23:12Z,2025-10-24T19:14:32Z,2017-10-24T04:10:49+00:00,0,1,https://github.com/nvm-sh/nvm/pull/1640
nvm-sh/nvm,1627,Minor fixes (proposal),kant,MERGED,2017-10-06T04:54:16Z,2025-10-24T19:14:17Z,2019-09-28T03:45:25+00:00,721,1,https://github.com/nvm-sh/nvm/pull/1627
nvm-sh/nvm,3690,[spam],Dargon789,CLOSED,2025-10-21T03:27:18Z,2025-10-21T22:45:12Z,,,1,https://github.com/nvm-sh/nvm/pull/3690
nvm-sh/nvm,3689,[spam],Dargon789,CLOSED,2025-10-20T17:17:31Z,2025-10-20T18:27:15Z,,,1,https://github.com/nvm-sh/nvm/pull/3689
nvm-sh/nvm,3660,[spam],Mhmodkhl1980,CLOSED,2025-09-18T22:24:54Z,2025-10-06T08:27:43Z,,,1,https://github.com/nvm-sh/nvm/pull/3660
